threadId, monitorIteration, threadName, data
20,1,CPU,100.0
20,2,CPU,91.825
20,3,CPU,27.537
20,4,CPU,21.98
20,5,CPU,16.565
20,6,CPU,29.05
20,7,CPU,21.921
20,8,CPU,16.445
20,9,CPU,35.09
20,10,CPU,18.128
20,11,CPU,13.812
20,12,CPU,16.932
20,13,CPU,15.856
20,14,CPU,20.797
20,15,CPU,10.941
20,16,CPU,10.941
20,17,CPU,23.654
20,18,CPU,23.654
,Memory,42.893
19,17,Memory,42.828
19,18,Memory,42.863
19,19,Memory,42.818
19,20,Memory,42.823
